pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Nielson Brothers,2016/10/24,2016/10/26,600,LV,54,35,NA,2016,south-dakota,NA,28.1721384205856,71.8278615794144,0,1
Remington Research (R),2016/10/19,2016/10/21,1115,LV,57,36,NA,2016,south-dakota,NA,28.1721384205856,71.8278615794144,0,1
Monmouth,2016/10/30,2016/11/02,402,LV,61,28,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
Heat Street/Rasmussen,2016/10/29,2016/10/31,750,LV,59,27,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
Heat Street/Rasmussen*,2016/10/23,2016/10/24,750,LV,56,26,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
Heat Street/Rasmussen*,2016/10/14,2016/10/16,750,LV,57,25,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
Monmouth,2016/10/10,2016/10/12,403,LV,60,31,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
PPP (D)*,2016/08/19,2016/08/14,1018,LV,51,21,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
UtahPolicy/Dan Jones*,2016/07/18,2016/08/04,858,LV,57,22,NA,2016,utah,NA,27.0583183859919,68.1455346666272,4.79614694738088,1
Vermont Public Radio*,2016/09/29,2016/10/14,579,LV,22,59,NA,2016,vermont,NA,59.9883919405118,32.33936723594,7.67224082354813,0
Emerson,2016/09/02,2016/09/05,600,LV,34,57,NA,2016,vermont,NA,59.9883919405118,32.33936723594,7.67224082354813,0
SurveyUSA,2016/10/31,2016/11/02,681,LV,41,53,NA,2016,washington,NA,59.0130104457875,40.9869895542126,0,0
Elway Poll,2016/10/20,2016/10/22,502,LV,34,58,NA,2016,washington,NA,59.0130104457875,40.9869895542126,0,0
University of Washington,2016/10/06,2016/10/13,750,LV,39,55,NA,2016,washington,NA,59.0130104457875,40.9869895542126,0,0
Emerson,2016/09/25,2016/09/26,700,LV,41,48,NA,2016,washington,NA,59.0130104457875,40.9869895542126,0,0
Elway Poll,2015/10/13,2015/10/15,500,RV,23,44,NA,2016,washington,NA,59.0130104457875,40.9869895542126,0,0
Loras*,2016/10/31,2016/11/01,500,LV,45,47,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette*,2016/10/26,2016/10/31,1225,LV,44,45,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Emerson,2016/10/26,2016/10/27,400,LV,44,49,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Monmouth*,2016/10/15,2016/10/18,403,LV,44,52,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
WPR/St. Norbert,2016/10/13,2016/10/16,664,LV,40,52,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/10/06,2016/10/09,878,LV,46,48,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
CBS News/YouGov,2016/10/05,2016/10/07,993,LV,42,45,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Loras,2016/10/04,2016/10/05,500,LV,45,40,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Gravis,2016/10/04,2016/10/04,1102,RV,41,53,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Emerson,2016/09/19,2016/09/20,700,LV,42,52,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/09/15,2016/09/18,677,LV,41,47,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Monmouth,2016/08/27,2016/08/30,404,LV,41,54,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/08/25,2016/08/28,650,LV,45,48,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/08/04,2016/08/07,683,LV,42,53,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/07/07,2016/07/10,665,LV,44,49,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
PPP (D)*,2016/06/22,2016/06/23,843,RV,37,50,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/06/06,2016/06/09,666,LV,42,51,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
WPR/St. Norbert,2016/04/12,2016/04/15,616,RV,41,51,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Emerson,2016/03/30,2016/04/03,1198,LV,44,48,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/03/24,2016/03/28,957,LV,44,47,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/02/18,2016/02/21,802,RV,37,49,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/01/21,2016/01/24,806,LV,37,50,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2015/11/12,2015/11/15,803,RV,38,49,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
WPR/St. Norbert,2015/10/14,2015/10/17,603,RV,40,51,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2015/09/24,2015/09/28,803,RV,36,50,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2015/08/13,2015/08/16,803,RV,42,47,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2015/04/07,2015/04/10,803,RV,38,54,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
PPP (D),2015/03/06,2015/03/08,1071,RV,41,50,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
PPP (D),2013/09/13,2013/09/16,1180,RV,42,49,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
PPP (D),2013/02/21,2013/02/24,1799,RV,42,52,NA,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/10/26,2016/10/31,1225,LV,44,45,3,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Monmouth,2016/10/15,2016/10/18,403,LV,44,52,2,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/10/06,2016/10/09,878,LV,44,46,4,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/09/15,2016/09/18,677,LV,39,44,7,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Monmouth,2016/08/27,2016/08/30,404,LV,41,54,2,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/08/25,2016/08/28,650,LV,42,45,6,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/08/04,2016/08/07,683,LV,39,50,7,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Marquette,2016/07/07,2016/07/10,665,LV,40,46,7,2016,wisconsin,NA,46.8109949297005,50.1729721260701,3.01603294422942,1
Trafalgar Group (R),2018/11/04,2018/11/05,1217,LV,47,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights*,2018/11/02,2018/11/03,631,LV,49,48,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
HarrisX,2018/10/29,2018/11/04,1400,LV,48,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Emerson*,2018/11/01,2018/11/03,758,LV,48,49,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Gravis,2018/10/24,2018/11/02,1165,LV,47,46,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
FOX News,2018/10/27,2018/10/29,643,LV,46,46,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
HarrisX,2018/10/28,2018/11/03,1400,LV,49,43,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Trafalgar Group (R),2018/10/30,2018/11/01,2166,LV,47,50,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
CNN,2018/10/24,2018/10/29,702,LV,47,51,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
NBC News/Marist,2018/10/23,2018/10/27,506,LV,44,50,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
CBS News/YouGov,2018/10/23,2018/10/26,972,LV,44,47,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights*,2018/10/22,2018/10/23,600,LV,52,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
NY Times/Siena,2018/10/15,2018/10/19,606,LV,48,46,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
CBS News/YouGov,2018/10/02,2018/10/05,898,LV,44,47,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights,2018/10/01,2018/10/02,600,LV,47,41,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
FOX News,2018/09/29,2018/10/02,716,LV,45,47,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Suffolk*,2018/09/27,2018/09/30,500,LV,42,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Emerson*,2018/09/19,2018/09/21,650,RV,39,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
NBC News/Marist,2018/09/16,2018/09/20,564,LV,45,48,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
CNN,2018/09/11,2018/09/15,761,LV,43,50,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
FOX News,2018/09/08,2018/09/11,710,LV,44,47,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights,2018/09/05,2018/09/06,597,LV,49,46,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Gravis,2018/09/05,2018/09/07,882,LV,49,48,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights,2018/07/23,2018/07/25,600,LV,44,48,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Gravis,2018/06/27,2018/07/02,925,LV,39,43,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
Emerson,2018/06/21,2018/06/22,650,RV,32,40,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
NBC News/Marist,2018/06/17,2018/06/21,839,RV,38,49,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
CBS News/YouGov,2018/06/19,2018/06/22,869,LV,37,45,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
ABC 15/OH Predictive Insights,2018/04/10,2018/04/11,600,LV,42,48,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
OH Predictive Insights,2017/11/09,2017/11/09,600,LV,45,46,NA,2018,arizona,NA,49.9557943017429,47.6112985402893,2.43290715796785,0
KABC/SurveyUSA,2018/11/01,2018/11/05,806,LV,NA,36,NA,2018,california,NA,100,0,0,0
Berkeley IGS,2018/10/19,2018/10/26,1339,LV,NA,36,NA,2018,california,NA,100,0,0,0
Emerson*,2018/10/17,2018/10/19,671,LV,NA,23,NA,2018,california,NA,100,0,0,0
PPIC,2018/10/12,2018/10/21,989,LV,NA,27,NA,2018,california,NA,100,0,0,0
Stanford/YouGov,2018/10/10,2018/10/24,2178,RV,NA,29,NA,2018,california,NA,100,0,0,0
KABC/SurveyUSA,2018/10/12,2018/10/14,762,LV,NA,26,NA,2018,california,NA,100,0,0,0
LA Times/USC,2018/09/17,2018/10/14,794,LV,NA,31,NA,2018,california,NA,100,0,0,0
PPIC,2018/09/09,2018/09/18,964,LV,NA,29,NA,2018,california,NA,100,0,0,0
PPIC,2018/07/08,2018/07/17,1020,LV,NA,24,NA,2018,california,NA,100,0,0,0
SurveyUSA,2018/06/26,2018/06/27,559,LV,NA,24,NA,2018,california,NA,100,0,0,0
LA Times/USC,2018/06/06,2018/06/17,893,RV,NA,18,NA,2018,california,NA,100,0,0,0
Gravis,2018/10/30,2018/11/01,681,LV,35,58,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
Emerson,2018/10/27,2018/10/29,780,LV,35,55,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
Quinnipiac,2018/10/22,2018/10/28,1201,LV,41,56,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
Quinnipiac,2018/10/03,2018/10/08,767,LV,42,57,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
Gravis,2018/08/24,2018/08/27,606,LV,37,54,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
Quinnipiac,2018/08/16,2018/08/21,1029,RV,31,59,NA,2018,connecticut,NA,56.7971070923827,39.3496726370742,3.85322027054311,0
University of Delaware*,2018/09/11,2018/09/17,728,LV,24,61,NA,2018,delaware,NA,59.9530601888624,37.818539846439,2.22839996469861,0
Gravis,2018/07/24,2018/07/29,884,LV,39,47,NA,2018,delaware,NA,59.9530601888624,37.818539846439,2.22839996469861,0
Trafalgar Group (R),2018/11/04,2018/11/05,1484,LV,49,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/11/03,2018/11/04,3088,LV,46,50,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Emerson,2018/11/01,2018/11/03,748,LV,45,50,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
HarrisX,2018/10/29,2018/11/04,1400,LV,48,46,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Quinnipiac,2018/10/29,2018/11/04,1142,LV,44,51,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
HarrisX,2018/10/28,2018/11/03,1400,LV,48,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/11/01,2018/11/02,2733,LV,49,48,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/10/29,2018/11/02,753,LV,47,50,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
NBC News/Marist,2018/10/30,2018/11/01,595,LV,46,50,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/10/30,2018/10/31,2470,LV,47,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Trafalgar Group (R),2018/10/29,2018/10/30,2543,LV,47,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
USA Today/Suffolk,2018/10/25,2018/10/28,500,LV,43,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
CNN,2018/10/24,2018/10/29,781,LV,47,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
NY Times/Siena,2018/10/23,2018/10/27,737,LV,44,48,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
CBS News/YouGov,2018/10/23,2018/10/26,991,LV,46,46,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
UNF,2018/10/23,2018/10/26,1045,LV,46,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/10/22,2018/10/23,773,LV,45,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/10/20,2018/10/21,1575,LV,49,48,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
WCTV-TV,2018/10/16,2018/10/23,800,LV,45,46,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2018/10/18,2018/10/21,740,LV,42,41,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Bay News 9/SurveyUSA,2018/10/18,2018/10/21,665,LV,41,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Quinnipiac,2018/10/17,2018/10/21,1161,LV,46,52,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
CNN,2018/10/16,2018/10/20,759,LV,45,50,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/10/15,2018/10/16,1974,LV,49,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/09/29,2018/09/30,2313,LV,47,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
WCTV-TV,2018/09/17,2018/09/30,800,LV,44,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Mason-Dixon,2018/09/24,2018/09/27,815,LV,46,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Quinnipiac,2018/09/20,2018/09/24,888,LV,46,53,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
UNF,2018/09/17,2018/09/19,603,LV,45,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
NBC News/Marist,2018/09/16,2018/09/20,600,LV,45,48,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2018/09/13,2018/09/16,850,LV,42,41,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Rasmussen Reports,2018/09/10,2018/09/11,800,LV,44,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
SurveyUSA,2018/09/07,2018/09/09,634,LV,46,44,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Quinnipiac,2018/08/30,2018/09/03,785,LV,49,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/08/29,2018/08/30,1225,LV,47,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
St. Pete Polls,2018/08/29,2018/08/30,1755,LV,47,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2018/08/16,2018/08/20,800,RV,45,39,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Mason-Dixon,2018/07/24,2018/07/25,625,LV,47,44,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2018/07/20,2018/07/21,800,RV,44,40,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/07/13,2018/07/14,1840,LV,43,47,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
CBS News/YouGov,2018/06/19,2018/06/22,839,LV,46,41,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
NBC News/Marist,2018/06/17,2018/06/21,947,RV,45,49,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
FL Chamber,2018/05/25,2018/06/04,605,LV,48,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2018/05/04,2018/05/07,1000,RV,44,40,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/02/26,2018/03/19,2212,LV,40,44,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Quinnipiac,2018/02/23,2018/02/26,1156,RV,42,46,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2018/02/01,2018/02/18,1978,RV,40,44,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
UNF,2018/01/29,2018/02/04,429,LV,42,48,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Mason-Dixon,2018/01/30,2018/02/01,625,RV,44,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Mason-Dixon,2017/10/17,2017/10/19,625,LV,44,44,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
UNF,2017/10/11,2017/10/17,706,LV,36,37,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
FL Chamber,2017/09/17,2017/09/24,615,LV,47,45,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Florida Atlantic University,2017/08/24,2017/08/26,800,LV,40,42,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
Gravis,2017/04/04,2017/04/10,1243,RV,28,56,NA,2018,florida,NA,49.9324725686981,50.054975546413,0.01255188488895,1
HarrisX,2018/10/29,2018/11/04,1400,LV,42,41,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News*,2018/10/27,2018/10/30,722,LV,38,45,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
NBC News/Marist,2018/10/24,2018/10/28,496,LV,46,48,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
CBS News/YouGov*,2018/10/23,2018/10/26,975,LV,46,43,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
HarrisX,2018/10/30,2018/11/03,1000,LV,43,43,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Indy Politics/Mason Strategies (R)*,2018/10/15,2018/10/20,600,LV,47,43,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
SurveyUSA*,2018/10/12,2018/10/16,816,LV,40,41,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Gravis*,2018/10/12,2018/10/16,377,LV,40,44,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News*,2018/09/29,2018/10/02,695,LV,41,43,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News*,2018/09/08,2018/09/11,677,LV,45,43,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
NBC News/Marist,2018/08/26,2018/08/29,576,LV,43,49,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Trafalgar Group (R),2018/07/31,2018/08/07,1420,LV,39,51,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Gravis,2018/05/10,2018/05/15,400,LV,47,46,NA,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News,2018/10/27,2018/10/30,722,LV,38,45,5,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
NBC News/Marist,2018/10/24,2018/10/28,496,LV,42,45,7,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
CBS News/YouGov,2018/10/23,2018/10/26,975,LV,46,43,3,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Indy Politics/Mason Strategies (R),2018/10/15,2018/10/20,600,LV,47,43,3,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
SurveyUSA,2018/10/12,2018/10/16,816,LV,40,41,8,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Gravis,2018/10/12,2018/10/16,377,LV,40,44,7,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News,2018/09/29,2018/10/02,695,LV,41,43,6,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
FOX News,2018/09/08,2018/09/11,677,LV,45,43,3,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
NBC News/Marist,2018/08/26,2018/08/29,576,LV,41,44,8,2018,indiana,NA,44.8422279321728,50.7323997345092,4.425372333318,1
Emerson*,2018/10/27,2018/10/29,883,LV,37,NA,50,2018,maine,NA,10.4456273476574,35.2299541778253,54.3244184745172,0
Pan Atlantic*,2018/10/01,2018/10/07,500,LV,30,NA,57,2018,maine,NA,10.4456273476574,35.2299541778253,54.3244184745172,0
Suffolk*,2018/08/02,2018/08/06,500,LV,25,NA,52,2018,maine,NA,10.4456273476574,35.2299541778253,54.3244184745172,0
Gonzales Research*,2018/10/01,2018/10/06,806,LV,22,49,NA,2018,maryland,NA,64.8559126114347,30.3065495769578,4.83753781160743,0
Goucher College*,2018/09/11,2018/09/16,472,LV,17,56,NA,2018,maryland,NA,64.8559126114347,30.3065495769578,4.83753781160743,0
Gonzales Research,2018/10/01,2018/10/06,806,LV,22,49,18,2018,maryland,NA,64.8559126114347,30.3065495769578,4.83753781160743,0
Goucher College,2018/09/11,2018/09/16,472,LV,17,56,8,2018,maryland,NA,64.8559126114347,30.3065495769578,4.83753781160743,0
WBUR/MassINC*,2018/10/25,2018/10/28,502,LV,32,54,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
Boston Globe/Suffolk*,2018/10/24,2018/10/28,500,LV,34,56,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
Western NE University*,2018/10/10,2018/10/27,402,LV,27,57,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
UMass Lowell*,2018/10/01,2018/10/07,485,LV,31,56,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
WBUR/MassINC*,2018/09/17,2018/09/21,506,LV,30,56,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
Boston Globe/Suffolk*,2018/09/13,2018/09/17,500,LV,24,54,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
Boston Globe/Suffolk,2018/06/08,2018/06/12,500,LV,33,55,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
WBUR/MassINC*,2018/05/22,2018/05/26,501,RV,19,55,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
WBUR/MassINC*,2018/03/16,2018/03/18,504,RV,20,55,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
WBUR/MassINC*,2017/11/09,2017/11/12,504,RV,32,58,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
WBUR/MassINC,2017/06/19,2017/06/22,504,RV,29,60,NA,2018,massachusetts,NA,60.3367823012903,36.1720519081375,3.49116579057216,0
Mitchell Research,2018/11/05,2018/11/05,827,LV,46,49,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
Trafalgar Group (R),2018/11/02,2018/11/05,1817,LV,44,53,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
Gravis,2018/10/29,2018/10/30,764,LV,41,54,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
Mitchell Research,2018/11/04,2018/11/04,701,LV,46,53,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
Detroit News/WDIV-TV*,2018/10/25,2018/10/27,600,LV,36,53,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
Mitchell Research,2018/10/25,2018/10/25,400,LV,46,52,NA,2018,michigan,NA,52.2618921470918,45.7562898384361,1.98181801447205,0
